commodity_name,commodity_category,initial_moisture_pct,initial_fat_pct,initial_ph,water_activity_aw,preservative_type,packaging_material_tested,actual_film_thickness_microns,actual_film_otr_cc_m2_day_atm,actual_film_wvtr_g_m2_day,storage_condition,storage_temperature_c,storage_rh_pct,headspace_gas_regime,measured_shelf_life_days,primary_failure_mode,kinetic_reaction_order,critical_endpoint_value,fssai_safety_compliance,empirical_research_citation
Gulab Jamun (In Sugar Syrup),Traditional Sweets (Mithai),39.09,11.58,5.82,0.85,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Retortable High-Barrier Bio-Pouch (AlOx-PLA / Bio-PBS),67,1.4,0.85,"Storage at 33.0°C, 74.0% RH",33,74,Hot Fill De-aeration / Syrup Headspace Exclusion,123,Osmophilic Yeast Fermentation & Acid Sourness,Thermal destruction D-value kinetics,Reached critical spoilage limit on Day 123,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kumar & Balasubrahmanyam, CSIR-CFTRI"
Khoa / Mawa (Desiccated Milk Solids),Dairy Products,31,26.46,6.21,0.88,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,74,531,117.03,"Storage at 2.0°C, 85.6% RH",2,85.6,Air Headspace (No MAP),1,Mold Growth (Penicillium) & Free Fatty Acid Hydrolysis,Moisture gain exponential microbial trigger,Reached critical spoilage limit on Day 1,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CSIR-CFTRI Dairy Technology Division
Traditional Mango Achar (In Mustard Oil),Spices & Condiments,48.34,22.5,3.26,0.78,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High Acid & Oil Resistant Biodegradable Spouted Pouch (AlOx-PLA / Bio-PBS),120,0.8,0.71,"Storage at 37.3°C, 67.3% RH",37.3,67.3,Mustard Oil Seal Layer Headspace Exclusion,421,Oxidative Darkening & Microbial Surface Scum,Non-enzymatic browning kinetics,Reached critical spoilage limit on Day 421,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kumar et al., CSIR-CFTRI Pickle Packaging"
Fresh Malai Paneer,Dairy Products,54.56,24.08,5.92,0.98,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High-Barrier Certified Compostable Vacuum Film (Cellulose/AlOx-PLA/Bio-PBS),81,4.3,1.87,"Storage at 2.5°C, 85.5% RH",2.5,85.5,"40% CO2, 60% N2 (suppresses coliforms, yeasts & molds)",17,Microbial Proliferation (Yeast & Mold > 100 cfu/g FSSAI limit),First-order microbial growth,Reached critical spoilage limit on Day 17,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Rao et al., CSIR-CFTRI Dairy Studies"
Toor Dal (Split Pigeon Peas),Pulses & Legumes,10.44,1.39,6.44,0.52,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High-Transparency Compostable PLA/PBAT Blown Film Bag,52,129.6,4.79,"Storage at 30.7°C, 43.1% RH",30.7,43.1,Ambient Air (insect resistance),249,Hard-to-Cook Defect & Pulse Beetle (Callosobruchus maculatus) Infestation,Pectin-phytate cell wall lignification,Reached critical spoilage limit on Day 249,Compliant across specified shelf life,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CIPHET Pulse Storage Bulletin
Cold-Pressed Mustard Oil (Kachi Ghani),Edible Vegetable Oils,0.1,99.8,6.49,0.2,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Amber Polyhydroxyalkanoate (PHA) Rigid Bottle or AlOx-PLA Bio-Pouch,233,3.8,1.77,"Storage at 39.2°C, 63.0% RH",39.2,63,Nitrogen Headspace Sparging (residual O2 < 0.5%),138,Oxidative Peroxide Formation & Allyl Isothiocyanate Pungency Loss,First-order allylic autoxidation,Reached critical spoilage limit on Day 138,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Gopalakrishna et al., CSIR-CFTRI"
Fresh Malai Paneer,Dairy Products,54.19,23.89,5.86,0.98,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,36,111.4,12.5,"Storage at 5.5°C, 91.8% RH",5.5,91.8,Air Headspace (No MAP),2,Microbial Proliferation (Yeast & Mold > 100 cfu/g FSSAI limit),First-order microbial growth,Reached critical spoilage limit on Day 2,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Rao et al., CSIR-CFTRI Dairy Studies"
Khoa / Mawa (Desiccated Milk Solids),Dairy Products,32.56,26.04,6.2,0.88,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Cellulose/Bio-PBS High Barrier Vacuum Pouch,70,6,3.11,"Storage at 3.7°C, 86.0% RH",3.7,86,"Vacuum Sealed or 30% CO2, 70% N2",26,Mold Growth (Penicillium) & Free Fatty Acid Hydrolysis,Moisture gain exponential microbial trigger,Reached critical spoilage limit on Day 26,Compliant across specified shelf life,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CSIR-CFTRI Dairy Technology Division
Desi Cow Ghee,Dairy Fats,0.18,99.58,6.38,0.25,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,36,50.4,9.87,"Storage at 41.0°C, 51.7% RH",41,51.7,Air Headspace (No MAP),70,Oxidative Rancidity (Peroxide Value exceeding 5.0 meq O2/kg),First-order autoxidation kinetics,Reached critical spoilage limit on Day 70,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Gandhi et al., NDRI Karnal Ghee Storage Studies"
Dahi (Indian Curd),Dairy Products,86.19,4.17,4.2,0.99,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,71,445.3,53.51,"Storage at 5.4°C, 86.4% RH",5.4,86.4,Air Headspace (No MAP),3,Synaeresis (Whey Separation > 8%) & Hyper-acidity (pH < 3.8),Lactic acid fermentation kinetics,Reached critical spoilage limit on Day 3,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; NDRI Dahi Packaging Bulletin
Cold-Pressed Mustard Oil (Kachi Ghani),Edible Vegetable Oils,0.11,99.78,6.47,0.2,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,47,47,11.68,"Storage at 31.5°C, 60.7% RH",31.5,60.7,Air Headspace (No MAP),39,Oxidative Peroxide Formation & Allyl Isothiocyanate Pungency Loss,First-order allylic autoxidation,Reached critical spoilage limit on Day 39,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Gopalakrishna et al., CSIR-CFTRI"
Freshwater Fish (Rohu Steaks),Fish & Seafood,75.75,2.83,6.49,0.99,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Waterproof Molded Sugarcane Bagasse Tray + Compostable High-Barrier Lidding Film,63,5.2,2.78,"Storage at 1.3°C, 92.0% RH",1.3,92,"40-50% CO2, balance N2 (anoxic to suppress Pseudomonas and TVB-N)",4,Total Volatile Base Nitrogen (TVB-N > 20 mg/100g) & Trimethylamine Odor,Bacterial enzymic proteolysis kinetics,Reached critical spoilage limit on Day 4,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Bindu et al., ICAR-CIFT Cochin"
Gulab Jamun (In Sugar Syrup),Traditional Sweets (Mithai),38.08,11.63,5.82,0.85,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Retortable High-Barrier Bio-Pouch (AlOx-PLA / Bio-PBS),113,1.4,1.1,"Storage at 35.3°C, 61.9% RH",35.3,61.9,Hot Fill De-aeration / Syrup Headspace Exclusion,233,Osmophilic Yeast Fermentation & Acid Sourness,Thermal destruction D-value kinetics,Reached critical spoilage limit on Day 233,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kumar & Balasubrahmanyam, CSIR-CFTRI"
Cold-Pressed Mustard Oil (Kachi Ghani),Edible Vegetable Oils,0.11,99.82,6.48,0.2,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,73,288.9,36.89,"Storage at 27.6°C, 63.1% RH",27.6,63.1,Air Headspace (No MAP),31,Oxidative Peroxide Formation & Allyl Isothiocyanate Pungency Loss,First-order allylic autoxidation,Reached critical spoilage limit on Day 31,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Gopalakrishna et al., CSIR-CFTRI"
Dahi (Indian Curd),Dairy Products,86.18,3.81,4.2,0.99,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Thermoformed PLA / Mineralized Bio-Polymer Cup + Paper-PLA Peelable Lid,415,3.3,1.43,"Storage at 3.0°C, 86.9% RH",3,86.9,Clean Air Headspace (prevents whey separation),16,Synaeresis (Whey Separation > 8%) & Hyper-acidity (pH < 3.8),Lactic acid fermentation kinetics,Reached critical spoilage limit on Day 16,Compliant across specified shelf life,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; NDRI Dahi Packaging Bulletin
Khoa / Mawa (Desiccated Milk Solids),Dairy Products,30.64,25.87,6.19,0.88,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,48,191.7,24.96,"Storage at 5.4°C, 87.3% RH",5.4,87.3,Air Headspace (No MAP),6,Mold Growth (Penicillium) & Free Fatty Acid Hydrolysis,Moisture gain exponential microbial trigger,Reached critical spoilage limit on Day 6,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CSIR-CFTRI Dairy Technology Division
Nashik Red Onions,Fresh Horticultural Produce,86.38,0.11,5.57,0.95,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Extruded Tubular Compostable Bio-Mesh (PLA/PBAT),128,54869.8,279.32,"Storage at 28.9°C, 65.9% RH",28.9,65.9,Free Aeration (prevents neck rot),40,"Sprouting, Root Growth & Aspergillus niger (Black Mold)",Dormancy break temperature-humidity trigger,Reached critical spoilage limit on Day 40,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; ICAR-Directorate of Onion and Garlic Research (DOGR), Pune"
Besan Ladoo,Traditional Sweets (Mithai),5.11,23.9,6.22,0.42,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,62,4994.2,152.84,"Storage at 23.8°C, 61.8% RH",23.8,61.8,Air Headspace (No MAP),14,Ghee Auto-oxidation & Stale Cardboard Flavor,First-order free radical oxidation,Reached critical spoilage limit on Day 14,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; CSIR-CFTRI Traditional Indian Confectionery Packaging
Red Chilli Powder (Lal Mirch),Spices & Condiments,9.32,12.79,5.79,0.46,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - AlOx / Metallized PLA Bio-Pouch (Capsaicin & Color Lock),57,2.5,1.33,"Storage at 27.9°C, 74.4% RH",27.9,74.4,Nitrogen Flush,116,Capsanthin Carotenoid Decoloration & Pungency Loss,First-order photo-oxidation,Reached critical spoilage limit on Day 116,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; Spice Board of India Packaging Standards
Fresh Okra (Bhindi),Fresh Horticultural Produce,89.24,0.17,6.14,0.99,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - High-Breathability Starch-PBAT Bio-Film with Engineered Laser Perforations,17,16583.3,94.26,"Storage at 9.9°C, 94.1% RH",9.9,94.1,"5% O2, 8% CO2, balance N2 (prevents surface blackening & mucilage breakdown)",7,Weight Loss (>8% causes pod flaccidity) & Ridge Blackening,Transpiration water vapor flux kinetics,Reached critical spoilage limit on Day 7,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CIPHET Postharvest Respiration Studies
Green Chillies (Hari Mirch),Fresh Horticultural Produce,84.79,0.6,5.33,0.98,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,45,199375.8,319.23,"Storage at 12.4°C, 93.3% RH",12.4,93.3,Air Headspace (No MAP),3,"Calyx Rot, Pungency Loss & Red Color Senescence",Chlorophyllase enzymatic breakdown,Reached critical spoilage limit on Day 3,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; ICAR-Indian Institute of Vegetable Research (IIVR) Varanasi
Fresh Goat Meat (Chevon / Mutton),Fresh Meat & Poultry,71.77,5.79,5.78,0.99,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Compostable High-Barrier Vacuum Shrink Film (Cellulose/AlOx-PLA/Bio-PBS),90,2.1,1.99,"Storage at 0.6°C, 87.3% RH",0.6,87.3,"70-80% O2, 20-30% CO2 (preserves bright red oxymyoglobin bloom)",8,Aerobic Plate Count Exceeding 10^6 cfu/g & Metmyoglobin Brown Discoloration,First-order microbial proliferation,Reached critical spoilage limit on Day 8,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kandeepan et al., ICAR-NRC on Meat"
Fresh Okra (Bhindi),Fresh Horticultural Produce,89.47,0.17,6.09,0.99,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High-Breathability Starch-PBAT Bio-Film with Engineered Laser Perforations,22,8515.4,42.41,"Storage at 8.0°C, 93.9% RH",8,93.9,"5% O2, 8% CO2, balance N2 (prevents surface blackening & mucilage breakdown)",13,Weight Loss (>8% causes pod flaccidity) & Ridge Blackening,Transpiration water vapor flux kinetics,Reached critical spoilage limit on Day 13,Compliant across specified shelf life,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CIPHET Postharvest Respiration Studies
Toor Dal (Split Pigeon Peas),Pulses & Legumes,10.33,1.64,6.41,0.52,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High-Transparency Compostable PLA/PBAT Blown Film Bag,54,102.5,5,"Storage at 33.7°C, 60.9% RH",33.7,60.9,Ambient Air (insect resistance),191,Hard-to-Cook Defect & Pulse Beetle (Callosobruchus maculatus) Infestation,Pectin-phytate cell wall lignification,Reached critical spoilage limit on Day 191,Compliant across specified shelf life,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CIPHET Pulse Storage Bulletin
Fresh Goat Meat (Chevon / Mutton),Fresh Meat & Poultry,70.9,5.72,5.83,0.99,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Compostable High-Barrier Vacuum Shrink Film (Cellulose/AlOx-PLA/Bio-PBS),53,3.3,3.42,"Storage at 1.3°C, 85.3% RH",1.3,85.3,"70-80% O2, 20-30% CO2 (preserves bright red oxymyoglobin bloom)",6,Aerobic Plate Count Exceeding 10^6 cfu/g & Metmyoglobin Brown Discoloration,First-order microbial proliferation,Reached critical spoilage limit on Day 6,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kandeepan et al., ICAR-NRC on Meat"
Ground Turmeric (Haldi Powder),Spices & Condiments,8.78,4.38,6.19,0.45,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Light-Barrier Metallized Cellulose Paper / Bio-PBS Pouch with Bio-Zipper,78,1.1,0.6,"Storage at 24.7°C, 45.2% RH",24.7,45.2,Ambient Air / N2 Flush,325,Photo-bleaching of Curcumin Pigment (Curcumin loss > 15%),First-order photodegradation kinetics,Reached critical spoilage limit on Day 325,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Balasubrahmanyam et al., CSIR-CFTRI"
Desi Cow Ghee,Dairy Fats,0.16,99.58,6.36,0.25,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Amber 100% Bio-based PHA Rigid Jar with Bio-PBS Induction Wad,313,0.9,1.1,"Storage at 28.2°C, 45.7% RH",28.2,45.7,100% N2 Headspace Sparging (<0.5% residual O2 to prevent photo-oxidation),348,Oxidative Rancidity (Peroxide Value exceeding 5.0 meq O2/kg),First-order autoxidation kinetics,Reached critical spoilage limit on Day 348,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Gandhi et al., NDRI Karnal Ghee Storage Studies"
Bikaneri Bhujia,Indian Snacks & Namkeen,1.65,34.01,5.89,0.22,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - High-Barrier Metallized Cellulose / Bio-PBS Laminate Pouch,41,2.3,0.92,"Storage at 28.0°C, 81.8% RH",28,81.8,99.8% N2 Flushing (<0.5% residual O2 to prevent oil rancidity),63,Loss of Crispness (Moisture > 4.0%) & Oxidative Rancidity (PV > 10 meq/kg),GAB moisture sorption model,Reached critical spoilage limit on Day 63,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Goyal, Kumar et al., CSIR-CFTRI"
Gulab Jamun (In Sugar Syrup),Traditional Sweets (Mithai),38.1,11.48,5.89,0.85,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,37,28.3,6.77,"Storage at 31.6°C, 55.3% RH",31.6,55.3,Air Headspace (No MAP),27,Osmophilic Yeast Fermentation & Acid Sourness,Thermal destruction D-value kinetics,Reached critical spoilage limit on Day 27,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kumar & Balasubrahmanyam, CSIR-CFTRI"
Cold-Pressed Mustard Oil (Kachi Ghani),Edible Vegetable Oils,0.09,99.83,6.51,0.2,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,42,81.9,9.16,"Storage at 33.3°C, 43.3% RH",33.3,43.3,Air Headspace (No MAP),53,Oxidative Peroxide Formation & Allyl Isothiocyanate Pungency Loss,First-order allylic autoxidation,Reached critical spoilage limit on Day 53,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Gopalakrishna et al., CSIR-CFTRI"
Chakki Fresh Whole Wheat Atta,Grains & Flours,11.07,1.63,6.27,0.58,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,88,26880,202.6,"Storage at 31.1°C, 70.3% RH",31.1,70.3,Air Headspace (No MAP),13,Moisture Caking (Moisture > 14.0%) & Tribolium castaneum Weevil Growth,Hydrolytic lipid cleavage kinetics,Reached critical spoilage limit on Day 13,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Haridas Rao et al., CSIR-CFTRI"
Fresh Malai Paneer,Dairy Products,53.05,24,5.91,0.98,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High-Barrier Certified Compostable Vacuum Film (Cellulose/AlOx-PLA/Bio-PBS),81,3.5,2.69,"Storage at 4.7°C, 88.4% RH",4.7,88.4,"40% CO2, 60% N2 (suppresses coliforms, yeasts & molds)",13,Microbial Proliferation (Yeast & Mold > 100 cfu/g FSSAI limit),First-order microbial growth,Reached critical spoilage limit on Day 13,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Rao et al., CSIR-CFTRI Dairy Studies"
Bikaneri Bhujia,Indian Snacks & Namkeen,1.46,34.6,5.9,0.22,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - High-Barrier Metallized Cellulose / Bio-PBS Laminate Pouch,37,2.5,1.48,"Storage at 39.0°C, 77.5% RH",39,77.5,99.8% N2 Flushing (<0.5% residual O2 to prevent oil rancidity),74,Loss of Crispness (Moisture > 4.0%) & Oxidative Rancidity (PV > 10 meq/kg),GAB moisture sorption model,Reached critical spoilage limit on Day 74,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Goyal, Kumar et al., CSIR-CFTRI"
Nashik Red Onions,Fresh Horticultural Produce,86.93,0.1,5.58,0.95,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Extruded Tubular Compostable Bio-Mesh (PLA/PBAT),152,52753.6,419.86,"Storage at 22.8°C, 69.1% RH",22.8,69.1,Free Aeration (prevents neck rot),51,"Sprouting, Root Growth & Aspergillus niger (Black Mold)",Dormancy break temperature-humidity trigger,Reached critical spoilage limit on Day 51,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; ICAR-Directorate of Onion and Garlic Research (DOGR), Pune"
Freshwater Fish (Rohu Steaks),Fish & Seafood,76.21,2.64,6.49,0.99,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,67,358.3,52.73,"Storage at 1.9°C, 90.2% RH",1.9,90.2,Air Headspace (No MAP),1,Total Volatile Base Nitrogen (TVB-N > 20 mg/100g) & Trimethylamine Odor,Bacterial enzymic proteolysis kinetics,Reached critical spoilage limit on Day 1,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Bindu et al., ICAR-CIFT Cochin"
Roasted Urad Dal Papad,Indian Snacks & Namkeen,12,1.64,6.48,0.55,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Moisture-Barrier NatureFlex / PLA Hermetic Pouch,41,72.6,4.08,"Storage at 34.3°C, 57.4% RH",34.3,57.4,Ambient Air,144,Mold Growth (Aspergillus) & Loss of Crisp Frying Quality,Equilibrium moisture absorption kinetics,Reached critical spoilage limit on Day 144,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; CSIR-CFTRI Papad Technology & Packaging Standards
Freshwater Fish (Rohu Steaks),Fish & Seafood,76.74,2.89,6.51,0.99,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,77,420.6,44.75,"Storage at 0.2°C, 94.0% RH",0.2,94,Air Headspace (No MAP),1,Total Volatile Base Nitrogen (TVB-N > 20 mg/100g) & Trimethylamine Odor,Bacterial enzymic proteolysis kinetics,Reached critical spoilage limit on Day 1,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Bindu et al., ICAR-CIFT Cochin"
Bikaneri Bhujia,Indian Snacks & Namkeen,1.45,34.24,5.84,0.22,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High-Barrier Metallized Cellulose / Bio-PBS Laminate Pouch,61,1.9,0.72,"Storage at 28.9°C, 49.6% RH",28.9,49.6,99.8% N2 Flushing (<0.5% residual O2 to prevent oil rancidity),185,Loss of Crispness (Moisture > 4.0%) & Oxidative Rancidity (PV > 10 meq/kg),GAB moisture sorption model,Reached critical spoilage limit on Day 185,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Goyal, Kumar et al., CSIR-CFTRI"
Basmati Rice (Aged),Grains & Flours,11.65,0.61,6.5,0.56,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,30,6994.5,37,"Storage at 30.4°C, 47.3% RH",30.4,47.3,Air Headspace (No MAP),110,Aroma (2-acetyl-1-pyrroline) Volatilization & Sitophilus oryzae Weevil,Volatile aroma loss diffusion kinetics,Reached critical spoilage limit on Day 110,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; CSIR-CFTRI Rice Milling & Aroma Retention Studies
Traditional Mango Achar (In Mustard Oil),Spices & Condiments,48.73,22.38,3.31,0.78,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High Acid & Oil Resistant Biodegradable Spouted Pouch (AlOx-PLA / Bio-PBS),104,0.9,0.87,"Storage at 33.8°C, 77.6% RH",33.8,77.6,Mustard Oil Seal Layer Headspace Exclusion,342,Oxidative Darkening & Microbial Surface Scum,Non-enzymatic browning kinetics,Reached critical spoilage limit on Day 342,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kumar et al., CSIR-CFTRI Pickle Packaging"
Gujarati Khakhra,Indian Snacks & Namkeen,2.92,12.13,6.09,0.25,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - High Moisture-Barrier NatureFlex / Bio-PBAT Vacuum Pouch,39,50.3,2.03,"Storage at 27.6°C, 55.9% RH",27.6,55.9,Vacuum Sealed / Nitrogen Flushed,74,Loss of Brittleness & Soft Texture (Moisture threshold 5.2%),Zero-order water vapor diffusion,Reached critical spoilage limit on Day 74,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Indian Institute of Packaging (IIP) Bulletin
Gujarati Khakhra,Indian Snacks & Namkeen,2.7,12.43,6.08,0.25,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,50,967.3,13.8,"Storage at 37.2°C, 65.0% RH",37.2,65,Air Headspace (No MAP),31,Loss of Brittleness & Soft Texture (Moisture threshold 5.2%),Zero-order water vapor diffusion,Reached critical spoilage limit on Day 31,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Indian Institute of Packaging (IIP) Bulletin
Alphonso Mangoes (GI Tagged Ratnagiri),Fresh Horticultural Produce,82.3,0.38,4.2,0.98,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,70,596744.6,1314.51,"Storage at 12.5°C, 85.6% RH",12.5,85.6,Air Headspace (No MAP),3,Over-ripening / Senescence Pulp Softening & Anthracnose Stem Rot,Michaelis-Menten respiration kinetics,Reached critical spoilage limit on Day 3,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kudachikar et al., CSIR-CFTRI"
Nashik Red Onions,Fresh Horticultural Produce,86.61,0.11,5.6,0.95,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,64,3681170.9,9930.62,"Storage at 24.2°C, 72.3% RH",24.2,72.3,Air Headspace (No MAP),6,"Sprouting, Root Growth & Aspergillus niger (Black Mold)",Dormancy break temperature-humidity trigger,Reached critical spoilage limit on Day 6,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; ICAR-Directorate of Onion and Garlic Research (DOGR), Pune"
Nashik Red Onions,Fresh Horticultural Produce,87.05,0.09,5.56,0.95,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Extruded Tubular Compostable Bio-Mesh (PLA/PBAT),225,22963.3,197.14,"Storage at 23.2°C, 74.3% RH",23.2,74.3,Free Aeration (prevents neck rot),64,"Sprouting, Root Growth & Aspergillus niger (Black Mold)",Dormancy break temperature-humidity trigger,Reached critical spoilage limit on Day 64,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; ICAR-Directorate of Onion and Garlic Research (DOGR), Pune"
